"","Two_yr_Recidivism","Number_of_Priors","Age_Above_FourtyFive","Age_Below_TwentyFive","Misdemeanor","Ethnicity","Sex"
"2325","1",1,"0","0","1","Caucasian","Female"
"2326","1",0,"1","0","1","African_American","Male"
"2327","1",13,"0","0","0","African_American","Male"
"2328","0",4,"0","0","0","Caucasian","Female"
"2329","0",0,"0","1","0","African_American","Male"
"2330","0",10,"1","0","0","Caucasian","Male"
"2331","0",2,"0","0","1","Caucasian","Male"
"2332","1",7,"0","0","0","Caucasian","Male"
"2333","0",0,"0","1","0","African_American","Male"
"2334","0",0,"0","0","0","Caucasian","Male"
"2335","1",0,"0","1","0","African_American","Male"
"2336","1",20,"0","0","0","Hispanic","Female"
"2337","0",0,"0","0","0","Caucasian","Male"
"2338","0",0,"1","0","0","Caucasian","Male"
"2339","1",0,"0","1","1","Other","Male"
"2340","0",0,"1","0","0","Caucasian","Male"
"2341","1",1,"0","0","0","Caucasian","Female"
"2342","1",9,"0","0","1","African_American","Male"
"2343","1",9,"0","0","0","African_American","Male"
"2344","1",3,"0","0","1","African_American","Male"
"2345","0",0,"0","0","1","Hispanic","Male"
"2346","1",0,"0","0","1","African_American","Female"
"2347","0",0,"0","0","0","African_American","Female"
"2348","1",22,"0","0","0","African_American","Male"
"2349","0",2,"0","1","0","Caucasian","Male"
"2350","1",8,"0","0","1","African_American","Male"
"2351","0",2,"0","0","0","Caucasian","Male"
"2352","0",7,"0","0","0","African_American","Male"
"2353","1",0,"0","0","0","Caucasian","Female"
"2354","1",10,"0","0","0","African_American","Male"
"2355","0",0,"1","0","0","Other","Male"
"2356","1",2,"0","0","0","Caucasian","Male"
"2357","0",0,"0","0","0","African_American","Male"
"2358","1",1,"0","1","0","Other","Male"
"2359","1",9,"0","0","0","African_American","Female"
"2360","1",16,"0","0","0","African_American","Male"
"2361","1",3,"0","0","0","Caucasian","Male"
"2362","1",0,"0","0","1","Hispanic","Male"
"2363","1",4,"0","0","0","Caucasian","Male"
"2364","1",2,"0","1","0","Caucasian","Male"
"2365","0",0,"0","0","0","Hispanic","Male"
"2366","1",5,"0","0","1","African_American","Male"
"2367","0",2,"0","0","1","African_American","Male"
"2368","1",9,"1","0","0","African_American","Male"
"2369","1",7,"0","0","0","African_American","Male"
"2370","0",0,"0","0","0","Hispanic","Male"
"2371","1",0,"0","1","0","Hispanic","Male"
"2372","0",0,"0","0","1","African_American","Male"
"2373","0",3,"0","0","1","African_American","Male"
"2374","0",0,"0","0","0","African_American","Female"
"2375","0",2,"1","0","1","Caucasian","Male"
"2376","0",12,"1","0","1","African_American","Male"
"2377","0",0,"0","0","0","Caucasian","Male"
"2378","1",0,"0","0","0","African_American","Male"
"2379","0",0,"0","0","1","Caucasian","Male"
"2380","0",5,"0","0","1","African_American","Male"
"2381","1",1,"0","0","0","African_American","Male"
"2382","0",9,"1","0","0","African_American","Male"
"2383","1",0,"1","0","1","Other","Male"
"2384","1",12,"0","0","0","African_American","Male"
"2385","0",0,"0","1","0","African_American","Male"
"2386","1",4,"0","0","0","African_American","Male"
"2387","1",0,"0","1","0","African_American","Male"
"2388","0",1,"0","0","1","Hispanic","Male"
"2389","0",4,"0","0","1","African_American","Male"
"2390","0",0,"0","1","1","Hispanic","Male"
"2391","1",4,"1","0","1","Other","Male"
"2392","0",2,"1","0","0","Caucasian","Male"
"2393","0",1,"0","0","1","African_American","Male"
"2394","0",0,"0","1","0","Other","Female"
"2395","1",2,"0","1","0","Other","Male"
"2396","0",5,"0","0","0","Hispanic","Male"
"2397","1",0,"0","1","0","Caucasian","Male"
"2398","0",1,"1","0","0","Caucasian","Male"
"2399","0",5,"0","0","0","African_American","Male"
"2400","0",0,"0","0","1","Hispanic","Male"
"2401","1",3,"0","1","0","African_American","Male"
"2402","0",1,"0","1","0","African_American","Male"
"2403","1",1,"0","1","0","Caucasian","Male"
"2404","1",6,"0","0","1","African_American","Male"
"2405","1",14,"0","0","1","African_American","Male"
"2406","1",6,"1","0","1","African_American","Male"
"2407","1",7,"1","0","0","African_American","Male"
"2408","0",1,"0","0","1","African_American","Male"
"2409","0",2,"1","0","0","Caucasian","Male"
"2410","0",22,"0","0","0","African_American","Male"
"2411","0",7,"0","0","0","Hispanic","Male"
"2412","1",1,"0","1","1","African_American","Male"
"2413","0",0,"0","1","0","Caucasian","Male"
"2414","1",0,"0","1","0","African_American","Male"
"2415","0",4,"0","0","1","African_American","Male"
"2416","1",1,"0","0","1","African_American","Male"
"2417","1",24,"1","0","1","African_American","Male"
"2418","1",4,"0","0","1","Other","Male"
"2419","0",0,"0","0","0","African_American","Male"
"2420","0",1,"0","1","0","African_American","Male"
"2421","0",0,"0","0","0","Caucasian","Male"
"2422","0",5,"1","0","0","African_American","Male"
"2423","1",19,"0","0","0","Hispanic","Male"
"2424","1",2,"0","0","0","African_American","Male"
"2425","1",8,"0","0","0","Other","Male"
"2426","1",2,"0","1","0","African_American","Male"
"2427","1",1,"1","0","0","Caucasian","Male"
"2428","1",0,"0","1","0","African_American","Male"
"2429","1",5,"0","0","1","Caucasian","Male"
"2430","0",0,"0","1","0","Caucasian","Male"
"2431","1",1,"0","0","1","African_American","Male"
"2432","0",0,"1","0","0","Other","Female"
"2433","0",0,"1","0","1","Caucasian","Male"
"2434","1",4,"0","0","0","Other","Male"
"2435","1",3,"0","0","1","African_American","Female"
"2436","1",1,"0","1","0","Hispanic","Male"
"2437","0",2,"0","0","0","African_American","Male"
"2438","0",0,"1","0","1","Caucasian","Male"
"2439","1",1,"0","1","1","African_American","Male"
"2440","0",0,"0","1","1","Other","Female"
"2441","1",3,"0","1","0","African_American","Male"
"2442","1",9,"0","0","1","Caucasian","Male"
"2443","0",1,"1","0","1","Caucasian","Male"
"2444","1",18,"1","0","1","African_American","Male"
"2445","1",1,"0","1","0","African_American","Male"
"2446","1",3,"0","0","1","African_American","Male"
"2447","1",6,"0","0","0","African_American","Male"
"2448","1",1,"0","0","0","Caucasian","Male"
"2449","0",1,"0","0","0","Caucasian","Male"
"2450","0",0,"1","0","0","Caucasian","Male"
"2451","0",3,"0","0","1","African_American","Male"
"2452","0",0,"0","1","1","African_American","Male"
"2453","1",18,"1","0","1","Caucasian","Male"
"2454","1",2,"0","0","0","African_American","Male"
"2455","0",0,"1","0","1","Caucasian","Male"
"2456","0",0,"0","0","0","African_American","Male"
"2457","0",0,"0","0","1","Hispanic","Male"
"2458","0",6,"0","0","0","African_American","Male"
"2459","0",0,"0","1","0","Hispanic","Male"
"2460","1",0,"1","0","1","Caucasian","Male"
"2461","0",3,"0","0","0","African_American","Male"
"2462","0",1,"1","0","0","Caucasian","Male"
"2463","0",0,"0","0","1","Caucasian","Male"
"2464","1",1,"1","0","1","African_American","Male"
"2465","0",3,"1","0","0","Caucasian","Male"
"2466","0",3,"1","0","0","Caucasian","Male"
"2467","0",0,"0","1","0","Caucasian","Female"
"2468","1",10,"1","0","0","African_American","Female"
"2469","0",0,"0","0","0","African_American","Male"
"2470","0",1,"0","0","1","Other","Male"
"2471","0",0,"0","0","1","Caucasian","Female"
"2472","1",2,"0","0","1","Hispanic","Male"
"2473","1",1,"1","0","1","Caucasian","Male"
"2474","0",0,"0","1","1","Caucasian","Male"
"2475","0",1,"0","0","1","Hispanic","Female"
"2476","1",9,"0","0","1","Caucasian","Male"
"2477","0",0,"1","0","0","Other","Female"
"2478","1",4,"0","1","0","African_American","Male"
"2479","0",1,"1","0","1","Caucasian","Male"
"2480","0",0,"1","0","1","Caucasian","Female"
"2481","0",2,"0","1","1","Caucasian","Female"
"2482","0",1,"1","0","1","Caucasian","Female"
"2483","0",6,"0","1","0","Caucasian","Male"
"2484","0",0,"0","0","0","Caucasian","Female"
"2485","0",2,"0","0","0","Caucasian","Female"
"2486","0",1,"0","1","0","African_American","Female"
"2487","1",2,"0","1","0","African_American","Male"
"2488","0",0,"0","0","0","African_American","Male"
"2489","0",0,"0","1","0","African_American","Male"
"2490","0",1,"1","0","1","Caucasian","Male"
"2491","1",6,"0","0","0","African_American","Male"
"2492","1",7,"0","0","0","African_American","Male"
"2493","1",5,"0","0","0","African_American","Male"
"2494","0",8,"1","0","0","Caucasian","Male"
"2495","1",7,"1","0","0","Caucasian","Female"
"2496","0",3,"0","0","1","African_American","Male"
"2497","1",1,"0","0","0","African_American","Female"
"2498","0",4,"1","0","0","Hispanic","Male"
"2499","0",0,"1","0","1","Caucasian","Male"
"2500","0",0,"0","0","0","Caucasian","Male"
"2501","1",0,"0","0","1","African_American","Male"
"2502","0",0,"0","0","1","African_American","Male"
"2503","1",19,"1","0","0","African_American","Male"
"2504","0",24,"1","0","0","African_American","Male"
"2505","0",2,"0","0","1","African_American","Male"
"2506","1",9,"0","0","0","Caucasian","Male"
"2507","1",6,"0","0","0","African_American","Male"
"2508","1",3,"0","1","0","African_American","Male"
"2509","1",2,"0","1","0","Caucasian","Male"
"2510","1",3,"0","1","0","Hispanic","Male"
"2511","1",1,"0","0","0","African_American","Male"
"2512","0",0,"0","1","0","African_American","Female"
"2513","0",9,"0","0","0","African_American","Male"
"2514","0",0,"1","0","0","African_American","Female"
"2515","0",1,"0","1","0","African_American","Male"
"2516","0",0,"0","1","0","African_American","Male"
"2517","1",10,"0","0","0","Caucasian","Male"
"2518","1",1,"0","0","1","African_American","Male"
"2519","0",0,"0","1","0","Caucasian","Male"
"2520","0",3,"0","0","0","African_American","Female"
"2521","1",0,"0","1","0","African_American","Male"
"2522","0",2,"1","0","1","Caucasian","Male"
"2523","0",1,"1","0","0","African_American","Male"
"2524","1",0,"0","1","0","African_American","Male"
"2525","1",1,"0","1","0","Other","Male"
"2526","0",20,"1","0","0","African_American","Male"
"2527","1",1,"1","0","1","Caucasian","Male"
"2528","0",0,"0","1","0","African_American","Female"
"2529","1",5,"0","1","0","African_American","Male"
"2530","1",3,"0","0","0","African_American","Female"
"2531","0",0,"0","0","0","Caucasian","Female"
"2532","0",0,"0","1","0","Caucasian","Male"
"2533","1",0,"0","0","0","Hispanic","Male"
"2534","1",5,"0","0","0","Caucasian","Male"
"2535","0",0,"0","0","1","Other","Male"
"2536","0",2,"0","0","0","Other","Male"
"2537","1",3,"0","1","0","Caucasian","Male"
"2538","0",0,"0","0","1","African_American","Female"
"2539","0",1,"0","0","0","Caucasian","Female"
"2540","0",8,"0","0","0","African_American","Male"
"2541","0",3,"0","0","0","Caucasian","Male"
"2542","1",2,"0","0","1","African_American","Male"
"2543","1",0,"0","0","0","African_American","Male"
"2544","1",24,"0","0","1","African_American","Male"
"2545","0",2,"0","0","1","Hispanic","Male"
"2546","0",3,"0","0","1","African_American","Female"
"2547","0",0,"0","0","0","Caucasian","Male"
"2548","0",1,"0","0","1","Hispanic","Male"
"2549","0",9,"0","0","1","African_American","Male"
"2550","1",0,"0","0","0","African_American","Female"
"2551","0",1,"0","0","1","African_American","Female"
"2552","0",0,"1","0","1","African_American","Female"
"2553","1",0,"0","1","0","Caucasian","Male"
"2554","1",9,"0","0","0","Caucasian","Male"
"2555","1",0,"1","0","0","African_American","Male"
"2556","1",5,"0","0","0","African_American","Male"
"2557","0",7,"1","0","1","African_American","Female"
"2558","0",3,"1","0","1","Caucasian","Male"
"2559","1",0,"0","0","1","Caucasian","Male"
"2560","1",2,"0","1","0","African_American","Male"
"2561","1",3,"0","0","1","Hispanic","Male"
"2562","0",9,"0","0","0","Caucasian","Male"
"2563","1",0,"0","1","1","African_American","Male"
"2564","0",0,"0","0","1","Asian","Male"
"2565","1",5,"0","0","0","African_American","Male"
"2566","1",0,"1","0","1","African_American","Male"
"2567","0",5,"0","0","0","African_American","Male"
"2568","1",13,"1","0","0","African_American","Male"
"2569","0",2,"0","0","0","African_American","Male"
"2570","0",1,"1","0","1","Hispanic","Male"
"2571","1",3,"0","0","1","Other","Male"
"2572","1",1,"0","1","0","African_American","Male"
"2573","0",0,"1","0","1","Caucasian","Male"
"2574","1",7,"0","0","0","African_American","Male"
"2575","0",0,"0","0","1","African_American","Male"
"2576","1",4,"0","0","0","Caucasian","Male"
"2577","0",2,"0","1","1","African_American","Female"
"2578","1",4,"0","1","0","African_American","Male"
"2579","1",0,"0","0","1","Caucasian","Male"
"2580","0",0,"0","0","0","Caucasian","Male"
"2581","0",1,"0","0","0","Other","Male"
"2582","1",2,"0","0","0","African_American","Male"
"2583","1",0,"1","0","1","Caucasian","Male"
"2584","0",1,"0","0","0","Caucasian","Male"
"2585","1",0,"1","0","1","Caucasian","Male"
"2586","1",7,"0","0","0","African_American","Male"
"2587","1",0,"0","0","1","Caucasian","Male"
"2588","1",1,"0","1","0","African_American","Female"
"2589","1",2,"0","0","0","African_American","Male"
"2590","1",10,"0","0","0","Hispanic","Female"
"2591","1",10,"0","0","0","African_American","Male"
"2592","0",1,"0","0","1","Caucasian","Female"
"2593","1",12,"0","0","1","African_American","Male"
"2594","0",0,"1","0","1","Other","Male"
"2595","0",1,"0","1","1","Caucasian","Male"
"2596","0",1,"0","0","0","Caucasian","Male"
"2597","0",0,"0","1","0","Hispanic","Male"
"2598","0",0,"0","0","0","African_American","Male"
"2599","1",1,"0","1","0","African_American","Male"
"2600","1",2,"0","0","1","Caucasian","Male"
"2601","0",5,"0","0","1","African_American","Male"
"2602","0",0,"1","0","1","Caucasian","Male"
"2603","0",0,"0","1","0","African_American","Male"
"2604","0",8,"0","0","1","African_American","Male"
"2605","0",0,"0","0","0","Caucasian","Female"
"2606","1",5,"1","0","0","Caucasian","Male"
"2607","0",0,"0","1","1","African_American","Female"
"2608","1",5,"0","0","0","African_American","Male"
"2609","0",1,"1","0","0","Caucasian","Female"
"2610","0",0,"0","0","1","Caucasian","Female"
"2611","1",20,"1","0","0","Caucasian","Male"
"2612","1",0,"0","1","1","African_American","Male"
"2613","1",7,"1","0","0","Other","Male"
"2614","0",6,"0","0","1","Other","Male"
"2615","0",6,"1","0","0","African_American","Male"
"2616","0",0,"0","0","1","Caucasian","Male"
"2617","0",0,"0","0","0","Hispanic","Male"
"2618","1",1,"0","1","0","African_American","Male"
"2619","0",1,"0","0","1","Caucasian","Male"
"2620","0",0,"0","0","1","Hispanic","Male"
"2621","1",0,"0","0","1","Caucasian","Male"
"2622","0",0,"1","0","1","African_American","Female"
"2623","0",0,"1","0","1","Caucasian","Male"
"2624","0",2,"0","0","1","Caucasian","Male"
"2625","0",0,"1","0","0","Hispanic","Male"
"2626","0",0,"0","1","1","African_American","Male"
"2627","0",10,"1","0","0","African_American","Male"
"2628","0",17,"0","0","0","Caucasian","Male"
"2629","1",0,"0","0","0","Hispanic","Male"
"2630","1",2,"0","0","0","Caucasian","Male"
"2631","1",3,"1","0","1","African_American","Male"
"2632","1",0,"1","0","0","Caucasian","Female"
"2633","1",0,"0","1","1","African_American","Male"
"2634","1",9,"0","0","0","Caucasian","Female"
"2635","0",6,"1","0","0","African_American","Male"
"2636","1",12,"0","0","0","African_American","Male"
"2637","0",1,"0","0","0","Caucasian","Male"
"2638","0",0,"0","0","1","Caucasian","Male"
"2639","1",2,"0","1","0","African_American","Male"
"2640","0",0,"0","0","1","Caucasian","Male"
"2641","1",1,"1","0","1","African_American","Female"
"2642","0",0,"1","0","0","Other","Female"
"2643","1",1,"0","1","0","Caucasian","Male"
"2644","1",0,"0","1","0","African_American","Male"
"2645","0",0,"0","1","0","African_American","Male"
"2646","0",0,"0","1","0","African_American","Male"
"2647","0",3,"1","0","0","African_American","Male"
"2648","1",21,"0","0","0","African_American","Male"
"2649","0",5,"0","0","0","Hispanic","Male"
"2650","0",0,"0","0","1","African_American","Female"
"2651","0",1,"1","0","0","Caucasian","Male"
"2652","0",4,"0","0","0","Caucasian","Male"
"2653","0",1,"1","0","0","African_American","Male"
"2654","1",1,"0","0","0","African_American","Male"
"2655","1",2,"0","0","1","Hispanic","Male"
"2656","0",1,"0","1","0","Caucasian","Male"
"2657","0",3,"1","0","0","Caucasian","Male"
"2658","1",2,"0","0","0","Caucasian","Male"
"2659","0",3,"0","0","0","Caucasian","Male"
"2660","0",1,"0","0","0","Caucasian","Male"
"2661","0",0,"0","1","0","African_American","Male"
"2662","0",1,"0","1","0","African_American","Male"
"2663","0",0,"1","0","1","Caucasian","Male"
"2664","1",3,"0","0","0","Caucasian","Male"
"2665","1",3,"0","0","0","African_American","Male"
"2666","1",0,"1","0","0","Caucasian","Male"
"2667","0",2,"0","1","0","Caucasian","Male"
"2668","1",1,"0","0","0","Caucasian","Male"
"2669","0",15,"0","0","0","African_American","Male"
"2670","0",0,"0","0","0","African_American","Male"
"2671","1",10,"0","0","0","African_American","Male"
"2672","0",3,"0","1","1","African_American","Female"
"2673","1",6,"0","0","1","Caucasian","Male"
"2674","1",9,"0","0","0","African_American","Male"
"2675","0",5,"0","1","1","Other","Male"
"2676","0",9,"0","0","0","Caucasian","Male"
"2677","1",10,"0","0","0","African_American","Female"
"2678","0",5,"0","0","0","Other","Male"
"2679","1",0,"0","0","0","African_American","Male"
"2680","1",23,"1","0","0","African_American","Male"
"2681","1",8,"0","0","0","Caucasian","Female"
"2682","0",3,"1","0","0","Caucasian","Male"
"2683","0",0,"0","1","1","Caucasian","Female"
"2684","0",2,"0","0","0","African_American","Female"
"2685","1",2,"0","0","1","African_American","Male"
"2686","1",13,"1","0","0","African_American","Male"
